code,name,changepercent,trade,open,high,low,settlement,volume,turnoverratio,amount,per,pb,mktcap,nmc
300192,科斯伍德,0.29,10.38,10.21,10.65,10.0,10.35,9057763.0,5.25506,94163163.0,519.0,3.636,251766.9,178912.367382
300191,潜能恒信,-5.856,16.72,17.51,17.55,16.7,17.76,5770963.0,2.7876700000000003,99371125.0,-334.4,4.596,535040.0,346132.8002
300190,维尔利,-1.442,6.15,6.11,6.3,6.0,6.24,17202337.0,2.40831,106364678.0,19.219,1.367,482027.748555,439288.387515
300189,神农基因,0.267,3.75,3.75,4.05,3.63,3.74,41003169.0,4.64505,157721415.0,-234.375,2.702,384000.0,331022.82825
300188,美亚柏科,-3.014,17.7,17.6,19.13,17.28,18.25,31805492.0,6.02409,582565781.0,31.607,5.985,1406854.07193,934510.38513
300187,永清环保,-9.668,5.98,6.5,6.5,5.96,6.62,16278264.0,2.56231,102004931.0,27.182,2.384,385411.09867,379906.937436
300185,通裕重工,-9.274,2.25,2.39,2.49,2.23,2.48,209027728.0,7.62477,495821314.0,32.143,1.444,735242.3838,616821.6771
300184,力源信息,-1.627,10.88,10.8,11.76,10.5,11.06,29989927.0,9.69305,335166441.0,20.052,1.5859999999999999,717267.703552,336623.044928
300183,东软载波,-0.06,16.76,16.0,18.25,15.78,16.77,28258725.0,10.53443,487720959.0,31.912,2.923,787334.280332,449588.888852
300182,捷成股份,-9.839,5.59,5.9,6.13,5.58,6.2,134416349.0,7.73372,795458495.0,13.294,1.3679999999999999,1439403.091113,971573.40462
300181,佐力药业,-5.866,6.58,6.88,6.9,6.58,6.99,30472549.0,6.57011,205297823.0,94.0,2.927,400475.149984,305183.978204
300180,华峰超纤,-2.469,14.22,14.5,14.5,14.08,14.58,7452154.0,1.08966,106842410.0,31.6,3.16,1615158.37962,972499.063986
300179,四方达,-5.102,4.65,4.81,4.93,4.64,4.9,11140925.0,3.41298,53455829.0,36.074,2.813,232502.883,151788.840975
300178,腾邦国际,-6.309,9.95,10.25,10.58,9.93,10.62,24910899.0,4.25887,255222199.0,19.948,2.083,613425.751535,581992.935385
300177,中海达,-0.774,14.11,13.8,15.36,13.76,14.22,30536980.0,9.27989,447165730.0,91.982,3.547,630573.940121,464312.511203
300176,派生科技,-2.896,44.59,46.98,46.98,44.0,45.92,2755588.0,0.73801,124886055.0,9.739,12.638,1726885.0872,1664895.98002
300175,朗源股份,9.973,8.27,8.27,8.27,8.02,7.52,73375765.0,15.89561,605847657.0,98.452,5.168,389351.6,381751.70156
300174,元力股份,-5.983,13.2,13.58,14.0,13.15,14.04,4279391.0,1.8912300000000002,58253850.0,66.398,5.019,323136.0,298684.4586
300173,智慧松德,-9.76,5.64,6.0,6.11,5.63,6.25,39008460.0,10.07017,230968427.0,51.273,1.949,330605.803692,218474.580792
300172,中电环保,-6.142,5.96,6.28,6.28,5.96,6.35,9281833.0,2.6819100000000002,57007033.0,25.913,2.423,311231.2,206270.102496
300171,东富龙,-5.556,9.69,9.9,10.27,9.49,10.26,26141884.0,7.83566,259217635.0,48.45,2.016,608858.59176,323284.534899
300170,汉得信息,10.016,20.32,18.8,20.32,18.01,18.47,193972746.0,27.97734,3791601348.0,53.474,6.186,1803567.820848,1408828.04848
300169,天晟新材,-6.387,5.57,5.87,5.87,5.52,5.95,9403761.0,3.65157,53627897.0,-48.646,1.53,181573.27738,143442.442082
300168,万达信息,-0.818,15.77,15.2,17.2,15.1,15.9,77128553.0,7.06462,1248619500.0,49.795,4.918,1733832.157976,1721702.061639
300167,迪威迅,-4.644,6.16,6.14,6.46,5.95,6.46,21927622.0,7.30336,136518749.0,-315.897,2.725,184947.84,184947.84
300166,东方国信,-5.257,15.32,15.4,16.34,15.01,16.17,47506683.0,5.86017,748008010.0,37.366,3.517,1618833.904008,1241947.3975
300165,天瑞仪器,-5.019,4.92,5.09,5.22,4.92,5.18,15594438.0,4.94902,79124140.0,22.364,1.4060000000000001,227185.92,155030.070348
300164,通源石油,-6.065,6.97,7.3,7.3,6.96,7.42,22934551.0,7.22925,163586535.0,69.561,1.804,314487.904823,221121.039813
300163,先锋新材,-7.407,4.0,4.27,4.27,3.96,4.32,9807909.0,2.9759900000000004,40595719.0,-67.797,3.525,189600.0,131827.2364
300162,雷曼股份,-9.356,5.91,6.44,6.45,5.87,6.52,16273511.0,7.10024,101366967.0,98.5,1.9060000000000001,206560.42773,135455.248518
300161,华中数控,-3.862,14.19,14.39,15.08,14.05,14.76,7601015.0,4.5263,110111518.0,74.606,2.263,245154.316869,238292.657229
300160,秀强股份,1.66,4.9,4.8,5.16,4.6,4.82,50565092.0,8.79829,248410620.0,26.415,2.314,290546.68727,281610.46711
300159,新研股份,-6.667,5.88,6.17,6.28,5.87,6.3,48214423.0,4.3718900000000005,294212545.0,21.778,1.3519999999999999,876331.798776,648463.138008
300158,振东制药,-4.437,5.6,5.68,6.0,5.51,5.86,22348904.0,2.6273400000000002,127858274.0,9.604,1.035,578510.6096,476352.39624
300157,恒泰艾普,-8.167,5.06,5.37,5.48,5.04,5.51,43933495.0,7.1609,233519183.0,-8.032,1.063,360329.308042,310440.543666
300156,神雾环保,-9.979,4.24,4.58,4.69,4.24,4.71,61951485.0,8.58292,275167204.0,11.778,1.691,428250.35196,306043.2
300155,安居宝,-3.061,5.7,5.68,6.37,5.61,5.88,22986533.0,8.27274,136445859.0,285.0,2.648,309721.24314,158379.45159
300154,瑞凌股份,-5.997,5.8,6.1,6.1,5.79,6.17,5630823.0,1.77623,33572890.0,30.526,1.6640000000000001,264491.6,183865.597
300153,科泰电源,-9.272,8.22,8.75,8.87,8.18,9.06,16011481.0,5.00989,137141493.0,90.829,2.74,263040.0,262709.051292
300152,科融环境,-9.968,2.8,3.0,3.01,2.8,3.11,77550051.0,10.8808,223765739.0,56.0,1.7650000000000001,199584.0,199562.727
300151,昌红科技,-6.028,6.08,6.34,6.42,6.07,6.47,8536150.0,2.98513,53287626.0,86.857,3.5380000000000003,305520.0,173860.82544
300150,世纪瑞尔,-5.496,5.33,5.55,5.78,5.32,5.64,17577666.0,3.81036,97562173.0,59.222,1.564,311861.526249,245879.533718
300149,量子生物,-1.843,17.58,17.77,18.3,17.4,17.91,7851413.0,1.93792,140586044.0,125.571,4.093,878607.776136,712246.455282
300148,天舟文化,-2.012,4.87,4.8,5.28,4.75,4.97,78564814.0,9.99784,390268149.0,30.552,0.9490000000000001,411483.075202,382693.246198
300147,香雪制药,-5.656,7.34,7.66,7.77,7.24,7.78,16445197.0,2.49019,124317919.0,73.4,1.4020000000000001,485523.62989,484733.067116
300146,汤臣倍健,-1.925,19.87,20.26,20.73,19.8,20.26,21016009.0,2.38455,424067839.0,28.797,5.219,2918541.12756,1751224.235171
300145,中金环境,-7.801,3.9,4.13,4.17,3.86,4.23,65349899.0,4.41841,263727157.0,7.959,1.496,750140.91204,576823.67145
300144,宋城演艺,-5.649,21.21,22.05,22.31,21.2,22.48,17492439.0,1.4784000000000002,381036512.0,29.055,3.716,3080981.1438,2509560.663078
300143,星普医科,0.382,10.51,10.35,11.4,10.12,10.47,10325168.0,2.43608,110437485.0,24.442,2.829,574656.136024,445459.780199
300142,沃森生物,-3.778,21.65,22.08,22.38,21.5,22.5,20990515.0,1.52616,460155975.0,-61.963,9.035,3328551.07036,2977705.43338
300141,和顺电气,-8.17,8.88,9.49,9.49,8.87,9.67,10041652.0,6.12222,92536132.0,444.0,3.2640000000000002,226883.6448,145649.466072
300140,中环装备,-8.222,9.6,10.27,10.43,9.58,10.46,13687751.0,5.5442,138229340.0,43.636,2.584,360644.856,237008.57184
300139,晓程科技,9.969,10.81,10.81,10.81,10.81,9.83,4814651.0,2.26667,52046377.0,-15.667,2.569,296194.0,229615.859681
300138,晨光生物,8.597,7.2,6.5,7.29,6.5,6.63,31288046.0,7.78251,222995864.0,18.386,2.143,369869.01624,289461.73248
300137,先河环保,-7.335,9.98,10.55,10.64,9.98,10.77,25123877.0,5.33381,260472403.0,18.145,3.173,549930.4849,470088.11964
300136,信维通信,-0.711,29.32,28.49,30.76,28.08,29.53,76744107.0,9.47399,2278130337.0,32.287,8.061,2860445.431328,2375068.543916
300135,宝利国际,-7.485,3.09,3.28,3.31,3.07,3.34,39131983.0,5.51638,125312187.0,75.366,2.322,284774.4,219197.833827
300134,大富科技,-0.596,15.01,14.49,16.0,14.02,15.1,50071327.0,7.02838,758634930.0,-22.403,2.192,1152014.507006,1069337.175506
300133,华策影视,-5.924,7.94,8.33,8.45,7.92,8.44,24578575.0,1.7780200000000002,201344754.0,22.056,1.9729999999999999,1407982.351674,1097593.59386
300132,青松股份,-7.612,13.35,14.03,14.29,13.3,14.45,16946096.0,4.58146,234209313.0,12.869,4.642,515203.2,493794.874335
300131,英唐智控,-0.166,6.02,5.91,6.49,5.81,6.03,77802556.0,9.87574,482316052.0,46.308,3.7439999999999998,643854.908452,474264.645652
300130,新国都,-5.768,16.5,16.75,17.29,16.36,17.51,10651121.0,3.17965,179106706.0,56.897,3.925,788531.29575,552714.0828
300129,泰胜风能,-4.419,4.11,4.23,4.55,4.1,4.3,28855342.0,5.38797,123656705.0,19.571,1.33,295571.988216,220111.4199
300128,锦富技术,-9.899,5.37,5.48,5.96,5.36,5.96,143665777.0,13.48067,800624349.0,78.28,2.9290000000000003,587539.976244,572289.858234
300127,银河磁体,-6.14,12.84,13.4,13.67,12.84,13.68,7219351.0,3.17872,96080931.0,21.4,3.481,414919.92624,291615.51876
300126,锐奇股份,-7.741,5.84,6.23,6.28,5.78,6.33,13189387.0,6.26043,80082950.0,584.0,1.751,177511.2384,123036.260936
300125,易世达,1.862,25.17,24.5,27.18,24.38,24.71,27990626.0,15.91655,730082391.0,119.857,5.854,445509.0,442636.02069
300124,汇川技术,-5.191,26.12,26.8,27.52,26.11,27.55,16950874.0,1.2510400000000002,454267394.0,40.185,7.389,4346798.22252,3539111.353692
300123,亚光科技,-3.209,13.27,13.37,14.24,13.0,13.71,15809488.0,5.14685,216671155.0,51.038,1.591,742847.834954,407612.407085
300122,智飞生物,-1.889,44.14,44.0,46.15,43.5,44.99,19155101.0,2.2094300000000002,864926149.0,163.481,18.507,7062400.0,3826801.27635
300121,阳谷华泰,-5.472,10.02,10.43,10.54,10.01,10.6,9600636.0,2.68907,98873261.0,13.917,2.271,389388.929412,357738.745392
300120,经纬辉开,-6.1,7.85,8.09,8.27,7.84,8.36,8469274.0,3.64948,68381472.0,30.784,1.646,306092.92736,182173.51345
300119,瑞普生物,-0.593,11.73,11.81,12.29,11.35,11.8,12908879.0,6.3049,154277046.0,45.237,2.376,474470.832099,240164.215821
300118,东方日升,-8.25,9.23,9.72,9.98,9.2,10.06,13575742.0,1.9889999999999999,131072282.0,11.833,1.114,834670.691543,629984.969185
300117,嘉寓股份,-8.026,4.24,4.53,4.55,4.22,4.61,21526869.0,3.01376,95138714.0,47.111,2.214,303906.24,302856.84
300116,坚瑞沃能,-4.098,2.34,2.43,2.67,2.2,2.44,298157233.0,23.03933,736138562.0,-1.55,4.657,569210.747976,302824.781298
300115,长盈精密,-3.375,13.17,13.0,14.74,12.81,13.63,57329099.0,6.3306000000000004,796043099.0,20.905,2.643,1198285.965054,1192659.135234
300114,中航电测,-4.301,9.79,10.0,10.42,9.74,10.23,15325274.0,2.5942,153869997.0,44.5,4.027,578354.528521,578345.113478
300113,顺网科技,-1.216,18.69,17.99,20.45,17.38,18.92,79840223.0,17.02671,1549459974.0,25.257,4.107,1297622.85156,876395.888802
300112,万讯自控,-1.848,8.5,8.48,9.12,8.37,8.66,11091548.0,5.94811,96922817.0,50.0,2.56,243281.968,158501.013
300111,向日葵,-1.993,2.95,2.94,3.25,2.89,3.01,74386034.0,6.6580200000000005,226414211.0,147.5,3.066,330341.0,329585.680525
300110,华仁药业,-7.921,3.72,3.97,3.99,3.7,4.04,47180162.0,4.00511,183029342.0,93.939,2.026,439783.229304,438215.157792
300109,新开源,-1.308,19.62,20.01,21.8,19.44,19.88,11036684.0,8.63496,224338228.0,35.673,3.423,427590.48105,250770.92085
300108,吉药控股,-0.276,7.23,7.22,7.57,6.88,7.25,12256329.0,2.6929600000000002,89163269.0,22.594,2.387,481528.609302,329055.35331
300107,建新股份,-5.624,11.41,11.98,12.06,11.36,12.09,22800728.0,6.86475,268164619.0,71.626,4.448,625086.336826,378974.277584
300106,西部牧业,-4.303,6.45,6.61,6.75,6.42,6.74,11086068.0,5.24991,73272103.0,-3.707,2.1310000000000002,136309.33995,136202.69436
300105,龙源技术,0.42,4.78,4.74,5.22,4.6,4.76,20296246.0,3.95472,100067488.0,153.698,1.272,245317.248,245317.248
300104,乐视网,-8.75,2.92,3.1,3.19,2.89,3.2,332616670.0,10.92712,1016885646.0,-0.839,-31.947,1164916.536064,888834.82496
300103,达刚路机,-9.232,9.34,9.97,10.1,9.26,10.29,16161186.0,6.43407,157148794.0,45.628,3.234,296639.334,234603.369692
300102,乾照光电,-0.14,7.14,7.12,7.54,6.9,7.15,49580641.0,7.00786,359571236.0,23.8,1.799,513796.764054,505155.579054
300101,振芯科技,10.0,13.53,12.3,13.53,12.01,12.3,77564415.0,14.11184,1024816404.0,246.448,7.771,756800.55,743664.007812
300100,双林股份,-5.317,11.04,11.32,11.59,11.03,11.66,16667832.0,4.31381,189112759.0,24.0,1.695,514152.675312,426566.579184
300099,精准信息,-9.185,5.24,5.63,5.76,5.23,5.77,23933595.0,6.11058,132669439.0,34.048,2.076,350702.32962,205237.651792
300098,高新兴,-2.339,10.02,9.84,10.39,9.4,10.26,79201220.0,6.06397,794298903.0,26.368,3.234,1768022.315658,1308706.762146
300097,智云股份,0.696,15.91,15.27,16.41,15.0,15.8,28320894.0,14.03108,446687441.0,25.661,2.183,459082.523379,321133.870822
300096,易联众,-9.913,11.45,12.2,12.7,11.44,12.71,25987520.0,6.90199,316192864.0,272.619,6.955,492350.0,431117.780455
300095,华伍股份,-7.329,5.69,6.0,6.08,5.67,6.14,14948316.0,5.86408,88060400.0,41.594,1.677,215486.475926,145045.710375
300094,国联水产,-6.657,6.31,6.61,6.72,6.3,6.76,11103406.0,1.4838,72771050.0,35.056,2.2720000000000002,574284.972265,472183.462346
300093,金刚玻璃,0.409,7.36,7.0,7.71,6.95,7.33,18262772.0,8.46884,132443960.0,92.0,1.759,158976.0,158716.008
300092,科新机电,-5.789,7.16,7.44,7.48,7.16,7.6,14729961.0,8.81015,107541166.0,273.282,3.052,167828.715252,119710.305424
300091,金通灵,-9.78,4.52,4.9,4.95,4.51,5.01,80046630.0,10.35789,381822852.0,19.308,1.19,556079.571176,349309.287416
300090,盛运环保,-10.098,2.76,2.93,3.03,2.76,3.07,134793508.0,11.8025,386904364.0,-2.763,1.188,364307.006472,315212.988144
300089,文化长城,-7.88,6.43,6.8,6.93,6.41,6.98,21158718.0,7.63506,141054021.0,37.824,1.322,309319.56741,178191.803881
300088,长信科技,1.129,6.27,6.03,6.58,5.95,6.2,168158825.0,7.43504,1067039488.0,26.125,3.044,1441397.643378,1418089.997445
300087,荃银高科,-7.958,7.98,8.5,8.66,7.9,8.67,13681935.0,3.88704,113978301.0,53.2,4.95,343403.396658,280886.694522
300086,康芝药业,-3.687,6.53,6.65,6.83,6.5,6.78,15066461.0,3.4582800000000002,100401105.0,58.565,1.861,293850.0,284488.011483
300085,银之杰,-9.976,19.13,19.13,20.99,19.13,21.25,58809679.0,14.21858,1161622369.0,595.95,10.246,1351803.343455,791239.004191
300084,海默科技,-2.355,6.22,6.29,6.6,6.13,6.37,29190837.0,9.61905,185597864.0,185.672,1.35,239324.289036,188757.690632
300083,劲胜智能,-2.985,3.9,3.91,4.17,3.82,4.02,61784439.0,4.94746,246532391.0,12.188,1.016,558065.45652,487036.04079
300082,奥克股份,-6.12,6.75,7.04,7.11,6.71,7.19,8714313.0,1.2916400000000001,60430725.0,21.774,1.5150000000000001,459486.0,455403.701925
300081,恒信东方,9.966,13.13,13.13,13.13,12.86,11.94,25058947.0,7.92166,328624358.0,69.508,2.847,695440.791188,415347.113155
300080,易成新能,-9.96,6.78,7.27,7.32,6.78,7.53,36512436.0,7.27359,257572463.0,-3.329,1.807,340901.126238,340346.92836
300079,数码科技,10.081,6.77,6.77,6.77,6.77,6.15,26368926.0,2.18089,178517629.0,255.472,2.654,970532.889574,818553.399232
300078,思创医惠,-1.95,11.06,10.98,11.78,10.81,11.28,49171821.0,6.7424,555615459.0,69.125,4.154,893521.179404,806597.307026
300077,国民技术,7.018,10.37,9.62,10.66,9.43,9.69,146044880.0,26.99827,1522468402.0,-11.784,2.075,578246.755,560956.5429
300076,GQY视讯,-5.348,5.84,5.98,6.4,5.73,6.17,47447441.0,12.42493,287669544.0,-23.36,2.419,247616.0,223013.693008
300075,数字政通,-1.096,13.54,13.28,14.27,13.1,13.69,33781971.0,11.22308,465408847.0,32.238,2.674,582735.74537,407560.114664
300074,华平股份,-3.914,4.91,4.9,5.6,4.86,5.11,45695672.0,9.37077,233591480.0,76.959,2.222,266288.9891,239431.503176
300073,当升科技,-3.404,29.8,30.32,31.23,29.72,30.85,15373202.0,4.34487,467386247.0,43.606,4.062,1301433.86354,1054395.18028
300072,三聚环保,-8.212,10.73,11.3,11.6,10.71,11.69,60213901.0,2.82796,675339169.0,7.503,2.558,2522090.739423,2284671.296708
300071,华谊嘉信,-7.798,4.02,4.2,4.42,4.0,4.36,38030337.0,9.11989,161182971.0,-9.805,2.939,272753.578176,167635.783674
300070,碧水源,-7.791,9.35,9.94,10.08,9.33,10.14,90711109.0,4.19954,886391600.0,11.688,1.592,2945727.53629,2019624.772825
300069,金利华电,-9.222,12.6,13.79,13.79,12.52,13.88,3642900.0,3.94264,48044588.0,84.0,2.875,147420.0,116420.94072
300068,南都电源,-1.558,15.16,15.13,15.41,14.98,15.4,25256755.0,4.0666,384841685.0,32.255,2.089,1330298.066636,941553.612796
300067,安诺其,-0.667,5.96,5.89,6.25,5.75,6.0,23459832.0,4.82594,139449802.0,45.186,2.643,428921.441408,289727.375172
300066,三川智慧,9.938,5.31,4.64,5.31,4.55,4.83,88049852.0,8.8399,459144983.0,69.868,3.489,552257.662122,528902.610534
300065,海兰信,-2.712,14.35,14.47,15.2,14.22,14.75,15169502.0,5.05372,222219263.0,49.483,4.252,571379.740225,430737.27151
300064,豫金刚石,-7.527,5.16,5.45,5.52,5.16,5.58,29193047.0,4.82008,156483340.0,26.931,0.885,622025.92302,312518.01354
300063,天龙集团,-6.634,3.8,3.99,4.07,3.77,4.07,33407865.0,6.00655,131213095.0,-9.026,1.384,276042.241,211352.32084
300062,中能电气,-7.895,6.3,6.55,6.78,6.23,6.84,19548913.0,10.3322,127199883.0,-27.391,2.391,194040.0,119198.394
300061,康旗股份,-7.796,8.87,9.42,9.5,8.85,9.62,8095840.0,2.94923,74846937.0,15.561,1.796,607780.703207,243487.349765
300059,东方财富,-9.517,19.3,19.98,20.73,19.25,21.33,496990667.0,11.96555,9926558049.0,103.875,6.89,9974790.10018,8016282.9271
300058,蓝色光标,-2.037,5.29,5.23,5.68,5.19,5.4,129350447.0,7.7811,707613925.0,52.9,1.833,1154339.146052,879391.956263
300057,万顺股份,-6.807,7.53,7.9,7.97,7.51,8.08,27353492.0,7.52338,212541556.0,41.579,1.241,385241.332275,273775.537443
300056,三维丝,-6.452,6.09,6.33,6.4,6.06,6.51,7398843.0,2.38343,46140735.0,55.364,1.725,234763.679787,189050.634948
300055,万邦达,-5.184,8.78,9.02,9.34,8.77,9.26,23533227.0,2.72674,213732667.0,24.873,1.2730000000000001,759632.26757,757760.30572
300054,鼎龙股份,-2.123,9.22,9.26,9.86,8.93,9.42,25285025.0,3.6787,239559998.0,26.343,2.42,885247.092168,633724.185694
300053,欧比特,4.899,11.99,11.2,12.57,11.01,11.43,65247468.0,13.18565,801820737.0,61.804,2.623,841887.696188,593309.537821
300052,中青宝,-2.51,11.65,11.56,12.33,11.4,11.95,21116697.0,8.12052,251724896.0,61.316,3.969,308385.519,302947.947905
300051,三五互联,-4.762,7.4,7.6,8.29,7.23,7.77,32249735.0,12.69464,249417261.0,41.111,2.717,271250.8406,187991.25316
300050,世纪鼎利,-10.0,7.02,7.3,7.52,7.02,7.8,53083837.0,14.379,382083456.0,33.429,1.3780000000000001,382482.396036,259161.725394
300049,福瑞股份,-5.935,10.46,10.91,11.0,10.45,11.12,8866059.0,3.88919,95229408.0,38.741,1.9140000000000001,275153.5426,238453.191212
300048,合康新能,-9.467,3.06,3.22,3.3,3.04,3.38,65921040.0,6.52348,207999101.0,51.0,1.3820000000000001,344071.864242,309219.055128
300047,天源迪科,-2.168,16.7,16.56,17.88,16.37,17.07,20096314.0,6.71583,343636318.0,39.762,2.309,666470.0462,499727.72052
300046,台基股份,7.069,15.45,14.62,15.87,14.19,14.43,28028942.0,13.15172,433861638.0,41.112,3.722,329270.4,329270.4
300045,华力创通,0.302,9.98,9.7,10.69,9.55,9.95,25816414.0,6.33859,263081472.0,67.891,3.428,614238.448226,406475.117606
300044,赛为智能,-6.995,8.51,8.78,9.28,8.51,9.15,50696654.0,9.57405,448954874.0,17.353,2.823,661835.008013,450622.579495
300043,星辉娱乐,10.053,6.24,6.0,6.24,5.88,5.67,75880971.0,8.40595,465135769.0,34.667,2.808,776379.802224,563288.218272
300042,朗科科技,1.088,19.52,18.85,20.95,18.6,19.31,6642790.0,5.93793,131325255.0,46.41,2.794,260787.2,218371.05984
300041,回天新材,-6.242,7.21,7.55,7.63,7.15,7.69,11389709.0,3.93866,84977120.0,26.994,1.7309999999999999,306938.649052,208496.56653
300040,九洲电气,-7.018,6.36,6.69,6.77,6.33,6.84,12163917.0,5.18119,80162424.0,21.931,1.137,218168.354544,149314.238976
300039,上海凯宝,-5.378,4.75,4.93,5.02,4.75,5.02,20735609.0,1.95188,101326330.0,18.716,2.038,508959.555,504612.351675
300038,数知科技,-3.701,12.75,12.75,13.73,12.51,13.24,55498560.0,8.10227,728206052.0,8.466,1.435,1494079.581825,873343.16325
300037,新宙邦,-1.574,27.51,27.45,28.3,26.5,27.95,6835556.0,2.74718,188538571.0,36.68,3.952,1043812.942368,684505.492608
300036,超图软件,-2.276,18.89,18.6,20.56,18.3,19.33,42423193.0,12.67925,825474522.0,42.932,4.508,849176.086263,632035.93862
300035,中科电气,-6.291,5.66,5.9,6.06,5.64,6.04,18988510.0,4.66894,111431123.0,61.255,2.477,303209.628828,230191.371376
300034,钢研高纳,-6.552,11.98,12.48,12.73,11.9,12.82,13943358.0,3.30771,171339497.0,86.749,3.648,537834.285446,505006.539696
300033,同花顺,-5.01,81.9,80.0,86.99,79.18,86.22,18365193.0,6.94855,1515783340.0,69.407,13.183,4402944.0,2164636.27926
300032,金龙机电,-10.072,3.75,4.05,4.15,3.75,4.17,60307468.0,7.64007,237392847.0,-7.212,1.208,301188.603,296009.04525
300031,宝通科技,-5.798,13.81,14.22,14.5,13.71,14.66,6192105.0,2.41216,87998000.0,24.794,2.45,547936.450566,354507.776556
300030,阳普医疗,-6.635,5.91,6.24,6.3,5.9,6.33,7395471.0,2.90735,45257694.0,147.75,1.896,182498.326665,150333.365607
300029,天龙光电,-5.498,5.5,5.75,5.86,5.49,5.82,7835780.0,3.91789,44615661.0,16.413,4.891,110000.0,110000.0
300028,金亚科技,0.0,0.0,0.0,0.0,0.0,0.77,0.0,0.0,0.0,-1.417,1.264,26486.46,26486.077079
300027,华谊兄弟,-7.297,5.59,5.9,5.97,5.57,6.03,82574403.0,3.73443,478796923.0,18.633,1.5590000000000002,1562380.358721,1236040.783328
300026,红日药业,-4.683,3.46,3.6,3.69,3.46,3.63,52766147.0,2.11325,187774384.0,23.067,1.541,1041824.958378,863935.078086
300025,华星创业,1.212,6.68,7.21,7.26,6.6,6.6,66375978.0,17.04791,470081630.0,-21.548000000000002,4.06,286258.415416,260085.641684
300024,机器人,-5.847,19.0,19.3,20.5,18.9,20.18,63797528.0,4.21486,1254839624.0,68.567,4.828,2964455.2723,2875906.6805
300023,宝德股份,-10.037,7.35,7.9,7.9,7.35,8.17,14300116.0,9.90252,109132907.0,66.818,2.204,232338.479625,106140.50034
300022,吉峰科技,-8.193,4.37,4.63,4.74,4.37,4.76,18900239.0,5.51381,86314184.0,-37.191,8.06,166165.04606,149794.974494
300021,大禹节水,-2.189,5.81,5.94,5.96,5.8,5.94,19116597.0,2.94815,112254383.0,36.313,3.315,463266.559147,376736.092229
300020,银江股份,-3.606,9.09,9.08,9.63,8.97,9.43,37413017.0,6.0475,346149732.0,43.286,1.835,596112.279174,562354.866162
300019,硅宝科技,-6.915,7.0,7.42,7.42,6.92,7.52,7141006.0,2.63295,51596182.0,44.529,3.149,231631.3657,189852.1072
300018,中元股份,-10.031,5.74,6.15,6.27,5.74,6.38,34352165.0,9.4177,206166052.0,27.333,1.9060000000000001,278079.199664,209373.299604
300017,网宿科技,9.987,17.29,16.5,17.29,16.31,15.72,336045543.0,17.47564,5718024584.0,50.853,4.962,4206343.388793,3324758.213049
300016,北陆药业,-6.729,9.98,10.0,10.44,9.63,10.7,34239794.0,8.5666,346373688.0,33.267,4.047,488011.896248,398889.972298
300015,爱尔眼科,-3.672,30.69,31.36,31.74,30.69,31.86,17322775.0,0.9089800000000001,539820929.0,62.0,13.089,7314593.674212,5848714.200186
300014,亿纬锂能,-2.062,22.8,22.61,23.98,22.02,23.28,30481479.0,3.72071,712949409.0,48.511,5.719,1950493.41276,1867860.82284
300013,新宁物流,-3.935,13.67,13.99,14.14,13.0,14.23,1895621.0,0.6951600000000001,26220747.0,28.479,2.923,407080.85747,372764.680545
300012,华测检测,-4.286,8.04,8.21,8.42,8.03,8.4,35768455.0,2.37954,293134804.0,100.5,5.103,1332654.694056,1208545.183404
300011,鼎汉技术,-5.186,7.13,7.36,7.53,7.05,7.52,21415086.0,4.7789,156688047.0,52.465,1.588,398317.725931,319507.709765
300010,立思辰,2.06,9.91,9.34,10.58,9.2,9.71,54334399.0,7.72622,541433266.0,42.605,1.583,860509.725177,696917.93556
300009,安科生物,-4.212,15.01,15.21,15.62,15.01,15.67,16938264.0,2.48469,259438360.0,38.487,7.878,1497046.969402,1023239.607268
300008,天海防务,-10.079,4.55,4.55,5.05,4.55,5.06,151935403.0,25.2213,717079698.0,26.608,3.346,436807.364175,274096.101825
300007,汉威科技,-2.971,12.41,12.48,13.15,12.33,12.79,17016728.0,7.49913,216543137.0,32.658,2.468,363641.302246,281602.74359
300006,莱美药业,-5.462,4.5,4.67,4.9,4.49,4.76,35232178.0,5.24796,164122853.0,66.176,2.144,365508.54225,302107.34655
300005,探路者,-4.953,4.03,4.15,4.23,4.01,4.24,34281165.0,5.17668,141910500.0,-42.332,1.417,359191.443312,266875.76422
300004,南风股份,-8.159,4.39,4.73,4.81,4.37,4.78,27365363.0,6.97757,126515113.0,73.167,0.739,218407.008969,172171.652328
300003,乐普医疗,-3.555,24.42,24.65,25.25,24.41,25.32,30381918.0,2.00503,754675066.0,48.328,6.408,4350796.433082,3700321.296012
300002,神州泰岳,-6.272,5.23,5.21,5.6,5.11,5.58,117051414.0,8.30597,628858559.0,85.738,2.05,1025651.107632,737034.520475
300001,特锐德,1.618,23.86,22.65,24.34,22.25,23.48,26232174.0,2.83677,613811605.0,85.214,7.772,2380202.19895,2206384.537442
002949,华阳国际,10.01,32.42,32.42,32.42,32.42,29.47,1613402.0,3.29064,52306493.0,45.028,9.592,635529.26,158955.26
002948,青岛银行,-9.989,8.2,8.5,9.06,8.2,9.11,169660690.0,37.62072,1461807300.0,17.447,1.814,3697945.8,369800.93582
002947,恒铭达,-10.0,52.74,55.0,56.49,52.74,58.6,12590516.0,41.44616,688196034.0,47.098,9.448,640854.34074,160213.587822
